time,E,N,U
1733985538.000000,2.240235,-0.370213,24.308912
1733985539.000000,1.558689,-0.225262,21.502700
1733985540.000000,1.076819,-0.065226,23.468940
1733985542.000000,2.237840,1.416691,23.749934
1733985543.000000,-0.224207,1.191908,22.856698
1733985544.000000,-0.698529,1.798005,20.807473
1733985545.000000,-0.033496,2.157085,22.867088
1733985546.000000,0.535479,2.497524,21.587577
1733985547.000000,0.515175,2.558769,22.455798
1733985548.000000,1.061570,2.545087,23.313082
1733985549.000000,1.616254,2.646975,24.064226
1733985550.000000,2.232688,2.467090,25.617925
1733985551.000000,2.145439,2.364791,25.860599
1733985552.000000,1.254856,2.501050,24.626267
1733985553.000000,0.336089,2.472770,23.885591
1733985554.000000,0.073151,2.085457,24.793824
1733985555.000000,-0.107363,2.126780,24.805772
1733985556.000000,-0.212587,2.306592,26.345490
1733985557.000000,0.125901,2.741986,23.838717
1733985558.000000,-1.506927,2.247621,21.500627
1733985559.000000,-0.500570,2.627736,21.920508
1733985560.000000,-1.034575,3.095461,20.386293
1733985561.000000,-1.405772,3.508561,19.172257
1733985562.000000,-1.951038,4.047130,17.454968
1733985563.000000,-3.531749,6.202058,12.378770
1733985564.000000,-3.666797,6.839262,13.989454
1733985565.000000,-3.440466,6.849158,12.246276
1733985566.000000,-3.515648,6.621921,12.360877
1733985567.000000,-1.226029,5.856541,12.177042
1733985568.000000,-2.624521,5.914822,14.512560
1733985569.000000,-2.117189,4.796421,17.587502
1733985570.000000,-2.668880,4.742493,18.614505
1733985571.000000,-2.699322,4.026461,21.638596
1733985572.000000,-2.848127,3.431045,22.395417
1733985573.000000,-2.708714,3.450640,23.130165
1733985574.000000,-3.659812,2.957462,25.062671
1733985575.000000,-3.425524,3.302168,25.953164
1733985576.000000,-3.439139,3.198204,25.909170
1733985577.000000,-2.891081,2.762312,25.431921
1733985578.000000,-1.986985,3.494030,23.045893
1733985579.000000,-2.240228,3.760187,21.108264
1733985580.000000,-2.698516,3.240289,22.269970
1733985581.000000,-1.738697,4.314110,17.540356
1733985582.000000,-1.332078,5.374851,16.367101
1733985583.000000,-0.761537,5.646583,16.441436
1733985584.000000,-0.021423,6.092231,15.879402
1733985585.000000,0.168645,6.525929,16.763176
1733985586.000000,0.291784,6.182070,21.059009
1733985587.000000,0.504551,6.618749,20.404179
1733985588.000000,0.274967,6.775534,21.716876
1733985589.000000,-0.334332,7.523313,20.922144
1733985590.000000,-1.380783,6.005338,25.017823
1733985591.000000,-1.200560,6.505049,23.913084
1733985592.000000,-2.007134,5.882313,24.281959
1733985593.000000,-2.959305,4.952089,27.487413
1733985594.000000,-3.084931,5.178565,27.191593
1733985595.000000,-3.979929,4.765468,28.640339
1733985596.000000,-3.996262,0.867488,29.314027
1733985597.000000,-4.251477,1.495462,29.211437
1733985598.000000,-4.839252,2.279100,30.707083
1733985599.000000,-4.592086,1.751110,32.394952
1733985600.000000,-7.679656,5.801390,30.335628
